id;imdb_id;popularity;budget;revenue;original_title;cast;homepage;director;tagline;keywords;runtime;genres;production_companies;release_date;vote_count;vote_average;release_year;budget_adj;revenue_adj
158743;tt2007360;0.041774;0;0;Computer Chess;Patrick Riester;http://www.computerchessmovie.com/;Andrew Bujalski;;chess|hotel|nerd|computer|chess tournament;91.0;Comedy;Computer Chess;7-17-13;18.0;6.1;2013.0;0.0;0.0
268207;tt2991008;0.073295;0;0;×›×™×“×•×Ÿ;Tomer Sisley;;Emmanuel Naccache;;;97.0;Comedy;United King Films;5-14-13;21.0;4.6;2013.0;0.0;0.0
174678;tt2507280;0.041543;0;0;Mr. Jones;Jon Foster;;Karl Mueller;;;90.0;Horror;;05-02-2013;10.0;5.0;2013.0;0.0;0.0
202604;tt3043194;0.011798;0;0;The Vatican Exorcisms;Joe Marino;;Joe Marino;The public were never meant to know;exorcism;0.0;Horror;;5-29-13;10.0;4.7;2013.0;0.0;0.0
116741;tt2234155;0.040858;58000000;44000000;The Internship;Owen Wilson;http://www.theinternshipmovie.com/;Shawn Levy;Hiring them was a brilliant mistake.;job interview|loss of job|intern|reference to google|new job;119.0;Comedy;Twentieth Century Fox Film Corporation;06-07-2013;1174.0;6.1;2013.0;54289934.4589446;41185467.5205786
201550;tt2708254;0.040535;0;0;Life of a King;Cuba Gooding Jr.;http://www.lifeofakingmovie.com/;Jake Goldberger;;;101.0;Drama;;6-22-13;19.0;6.2;2013.0;0.0;0.0
190940;tt2797242;0.03908;0;0;Bombay Talkies;Aamir Khan;http://en.wikipedia.org/wiki/Bombay_Talkies_%28film%29;Anurag Kashyap|Dibakar Banerjee|Zoya Akhtar|Karan Johar;;woman director;127.0;;Viacom 18 Motion Pictures;05-03-2013;12.0;5.9;2013.0;0.0;0.0
224087;tt2215457;0.035299;0;0;Run;Eric Roberts;;Simone Bartesaghi;;parkour;106.0;Action;Spinning Owls Productions;10-10-2013;17.0;5.5;2013.0;0.0;0.0
176088;tt1038693;0.036702;0;0;The Story of Luke;Seth Green;http://www.thestoryofluke.com/;Alonso Mayo;;;95.0;Drama;;04-05-2013;10.0;4.9;2013.0;0.0;0.0
172785;tt2040367;0.162202;0;0;Gus;Radha Mitchell;;Jessie McCormack;;baby|father|friends|pregnancy|husband;87.0;Comedy;FilmColony;12-06-2013;12.0;4.4;2013.0;0.0;0.0
142391;tt1824904;0.029727;750;0;95ers: Time Runners;Alesandra Durham;http://www.95ers.com;Thomas Gomez Durham;Time does not exist. Only choice.;fbi agent;96.0;Thriller;Koan Films;2-14-13;15.0;4.2;2013.0;702.025014555318;0.0
169642;tt2294965;0.003066;0;0;Zero Charisma;Sam Eidson;http://www.zerocharismathemovie.com/;Katie Graham|Andrew Matthews;You can never take the game too seriously.;woman director;86.0;Comedy;;10-11-2013;10.0;5.8;2013.0;0.0;0.0
228355;tt2571140;0.02402;0;0;Boss;Akshay Kumar;;Anthony D'Souza;The BOSS is here.;;143.0;Action;;10-16-13;17.0;5.9;2013.0;0.0;0.0
233863;tt3181314;0.023757;0;0;Jimi Hendrix: Hear My Train A Comin';Jimi Hendrix;http://www.pbs.org/wnet/americanmasters/episodes/jimi-hendrix/film-jimi-hendrix-hear-my-train-a-comin/2756/;Bob Smeaton;;;120.0;Documentary;;11-05-2013;11.0;6.5;2013.0;0.0;0.0
230158;tt2836450;0.112041;0;0;Aziz Ansari: Buried Alive;Aziz Ansari;;Will Lovelace|Dylan Southern;30 comes at you fast.;stand-up|stand up comedy;79.0;Comedy;;11-01-2013;40.0;7.5;2013.0;0.0;0.0
187628;tt2429292;0.02115;0;0;KÃ¤nn ingen sorg;Adam Lundgren;https://www.facebook.com/KannIngenSorg;MÃ¥ns MÃ¥rlind|BjÃ¶rn Stein;;;119.0;Drama;;7-19-13;11.0;6.2;2013.0;0.0;0.0
159770;tt2334896;0.146961999999999;0;0;The Dirties;Matt Johnson;http://www.thedirtiesthemovie.com/;Matt Johnson;;;83.0;Drama;XYZ Films;10-04-2013;15.0;6.2;2013.0;0.0;0.0
216790;tt3172520;0.01993;0;0;Sacro GRA;Roberto Giuliani;;Gianfranco Rosi;Tales from Rome's Ring Road;society|environment|everyday life;93.0;Documentary;Rai Cinema;9-19-13;10.0;4.6;2013.0;0.0;0.0
184149;tt2204371;0.019755;0;0;Somm;;;Jason Wise;How much do you know about wine?;competition|exam|wine|documentary|culinary arts;93.0;Documentary;;6-21-13;20.0;7.0;2013.0;0.0;0.0
182127;tt2495118;0.08041;0;37884;Yip Man: The Final Fight;Anthony Wong;;Herman Yau;;biography;100.0;Action;Emperor Motion Pictures;3-22-13;110.0;6.0;2013.0;0.0;35460.6875352182
225564;tt2319018;0.016326;1400000;0;100% Cachemire;ValÃ©rie Lemercier;;ValÃ©rie Lemercier;;woman director;98.0;Comedy;Rectangle Productions.;12-11-2013;33.0;5.0;2013.0;1310446.69383659;0.0
158752;tt2187884;0.015951;650;0;Escape from Tomorrow;Roy Abramsohn;;Randy Moore;Bad things happen everywhere.;;90.0;Horror;Mankurt Media;10-11-2013;50.0;4.1;2013.0;608.421679281276;0.0
193524;tt2126403;0.015722;0;729043;The Stone Roses: Made of Stone;Ian Brown;http://madeofstonefilm.com/;Shane Meadows;;;96.0;Documentary;;5-28-13;10.0;6.0;2013.0;0.0;682408.563581937
173491;tt2450264;0.007821;0;0;TINY: A Story About Living Small;Daryl Gibson;http://tiny-themovie.com/;Merete Mueller|Christopher Smith;;woman director;62.0;Documentary;Speak Thunder Films;03-09-2013;10.0;6.7;2013.0;0.0;0.0
225703;tt2403029;0.015247;4500000;0;The Starving Games;Brant Daugherty;;Jason Friedberg|Aaron Seltzer;All the laughs, half the calories;parody|toilet humor;83.0;Comedy;Louisiana Production Consultants;11-07-2013;151.0;4.1;2013.0;4212150.08733191;0.0
124623;tt2113683;0.01351;0;0;I Know That Voice;Kevin Conroy;http://iknowthatvoice.com/;Lawrence Shapiro;A documentary that puts a face to the voices we all know and love;voice over|voice acting;90.0;Documentary;Dundee Entertainment;11-06-2013;31.0;6.9;2013.0;0.0;0.0
213417;tt2479384;0.011298;0;0;How to Be a Man;Gavin McInnes;;Chadd Harbold;;;90.0;Comedy;;08-10-2013;15.0;6.6;2013.0;0.0;0.0
190250;tt2883236;0.017565;0;0;ABE;Sam Hoare;http://www.abemovie.com/;Rob McLellan;;;8.0;Science Fiction;;4-16-13;17.0;6.1;2013.0;0.0;0.0
203793;tt1966566;0.010335;30000000;68129518;Ð¡Ñ‚Ð°Ð»Ð¸Ð½Ð³Ñ€Ð°Ð´;Thomas Kretschmann;http://www.StalingradMovie.net;Fyodor Bondarchuk;The Epic Battle That Turned The Tide Of World War II.;world war ii|soviet troops|adolf hitler|stalingrad|joseph stalin;131.0;War;Art Pictures Studio;10-09-2013;64.0;5.5;2013.0;28081000.5822127;63771501.1541291
141058;tt2320073;0.010213;0;0;A Viking Saga: The Darkest Day;Elen Rhys;;Chris Crow;;monk|viking;82.0;Adventure;Lions Gate Films;06-10-2013;16.0;3.6;2013.0;0.0;0.0
178850;tt2324998;0.00854;0;0;Beyonce: Life Is But A Dream;BeyoncÃ© Knowles;http://www.hbo.com/documentaries/beyonce/index.html;Ed Burke|BeyoncÃ© Knowles;;woman director;88.0;Documentary;HBO;03-05-2013;12.0;7.8;2013.0;0.0;0.0
238749;tt3131456;0.035367;0;0;A Very Merry Mix-Up;Alicia Witt;http://www.hallmarkchannel.com/averymerrymixup;Jonathan Wright;;mistake in person|lost baggage|destiny|in-laws|christmas;90.0;TV Movie;Chesler/Perlmutter Productions;11-10-2013;15.0;5.7;2013.0;0.0;0.0
194121;tt1863201;0.008078;0;0;Dark Circles;Johnathon Schaech;;Paul Soter;In This House No One Sleeps;;87.0;Horror;After Dark Films;01-01-2013;15.0;4.4;2013.0;0.0;0.0
246308;tt3129484;0.005853;0;0;Master of the Universe;Rainer Voss;http://www.master-of-the-universe-film.de;Marc Bauder;;germany|capitalism|banker|banking|economics;88.0;Documentary;Arte Deutschland TV GmbH;11-07-2013;11.0;6.6;2013.0;0.0;0.0
279954;;0.004323;500;0;Portal: Survive!;Monique Blanchard;https://www.kickstarter.com/projects/colinandconnor/portal-secrets-of-aperture-webseries;Connor McGuire|Colin McGuire;The Cake is a Lie;portal|aperture;7.0;Action;;10-08-2013;11.0;7.5;2013.0;468.016676370212;0.0
203217;tt2464018;0.040099;0;0;Minha MÃ£e Ã© uma PeÃ§a;Paulo Gustavo;;AndrÃ© Pellenz;;brazilian|comedy;85.0;Comedy;;6-21-13;49.0;7.4;2013.0;0.0;0.0
160220;tt2446192;0.003611;348164;0;Bronies: The Extremely Unexpected Adult Fans of My Little Pony;Tara Strong;http://bronydoc.com/;Laurent Malaquais;;pop culture|pony|friendship|fan culture|animation;88.0;Documentary;Big Focus Television;1-19-13;13.0;5.8;2013.0;325893.116223517;0.0
228009;tt3295244;0.002838;0;0;Russell Peters: Notorious;Russell Peters;;David Higby;;stand up comedy;71.0;Comedy;;10-15-13;12.0;7.2;2013.0;0.0;0.0
224908;tt3148890;0.002719;0;0;Embrace of the Vampire;Sharon Hinnendael;;Carl Bessai;;;91.0;Horror;Bloodline Pictures;10-15-13;19.0;4.9;2013.0;0.0;0.0
173455;tt2737310;0.006115;0;137460;Mistaken for Strangers;Matt Berninger;;Tom Berninger;;;75.0;Documentary;Final Frame;9-19-13;14.0;7.4;2013.0;0.0;128667.144667698
203351;tt2740710;0.002648;0;0;Atlantic Rim;Graham Greene;;Jared Cohn;Monsters vs Machines;navy|underwater threat|robot suits|giant monsters;85.0;Action;The Asylum;07-09-2013;21.0;2.2;2013.0;0.0;0.0
376823;tt3231100;0.002647;0;0;Trophy Kids;;;Chris Bell;;;107.0;Documentary;;12-04-2013;10.0;7.8;2013.0;0.0;0.0
231401;tt3141866;0.002165;0;0;The Sound of Music Live!;Laura Benanti;http://www.nbc.com/sound-of-music/;Beth McCarthy-Miller|Rob Ashford;;musical|live|woman director;180.0;Drama;;12-05-2013;11.0;5.6;2013.0;0.0;0.0
174323;tt2429074;0.00062;0;0;G.B.F.;Michael J. Willett;https://www.facebook.com/GBFmovie;Darren Stein;Being out has never been so in.;gay|gay kiss|coming out|high school|friends;92.0;Comedy;School Pictures;10-20-13;82.0;6.1;2013.0;0.0;0.0
105;tt0088763;6.095293;19000000;381109762;Back to the Future;Michael J. Fox;http://www.backtothefuture.com/movies/backtothefuture1;Robert Zemeckis;He's the only kid ever to get into trouble before he was born.;clock tower|car race|terrorist|delorean|lightning;116.0;Adventure;Universal Pictures;07-03-1985;3785.0;7.8;1985.0;38516154.993062;772572771.713735
2108;tt0088847;2.834739;1000000;51525171;The Breakfast Club;Emilio Estevez;;John Hughes;They only met once, but it changed their lives forever.;high school|tardy hall|teenager|detention;97.0;Comedy;Universal Pictures;2-15-85;1139.0;7.6;1985.0;2027166.05226642;104450077.488422
526;tt0089457;1.753688;20000000;18432000;Ladyhawke;Matthew Broderick;;Richard Donner;No force in Heaven will release them. No power on Earth can save them.;moon|monk|swordplay|bishop|cathedral;121.0;Adventure;Twentieth Century Fox Film Corporation;04-03-1985;124.0;6.6;1985.0;40543321.0453284;37364724.6753747
9355;tt0089530;1.746063;12305523;36230219;Mad Max Beyond Thunderdome;Mel Gibson;;George Miller|George Ogilvie;Two men enter. One man leaves.;arena|sandstorm|dystopia|oasis|sequel;107.0;Action;Kennedy Miller Productions;6-29-85;428.0;5.8;1985.0;24945338.4809836;73444670.0229779
707;tt0090264;1.623978;30000000;152427960;A View to a Kill;Roger Moore;http://www.mgm.com/view/movie/2101/A-View-to-a-Kill/;John Glen;Has James Bond finally met his match?;paris|london|france|england|san francisco;131.0;Adventure;Eon Productions;5-24-85;272.0;5.8;1985.0;60814981.5679926;308996785.928224
11976;tt0089469;1.613752;25000000;15502112;Legend;Tom Cruise;;Ridley Scott;There may never be another dawn.;gump;114.0;Action;Universal Studios;7-19-85;120.0;6.3;1985.0;50679151.3066605;31425355.1848319
9340;tt0089218;1.596994;19000000;61389680;The Goonies;Sean Astin;;Richard Donner;The pirates map, The villainous crooks, The underground caverns, The booby traps, The skeletons, The monster, The lost treasure, and the magic that is... THE GOONIES.;gunfight|urination|hidden|reference to liberace|group vomit;114.0;Adventure;Amblin Entertainment;06-06-1985;870.0;7.2;1985.0;38516154.993062;124447075.255498
10014;tt0089686;1.299275;3000000;29999213;A Nightmare on Elm Street Part 2: Freddy's Revenge;Robert Englund;;Jack Sholder;Someone is coming back to Elm Street!;dancing|snake|diary|nightmare|haunted house;87.0;Horror;New Line Cinema;11-01-1985;168.0;5.7;1985.0;6081498.15679926;60813386.1883095
1369;tt0089880;1.177428;44000000;300400432;Rambo: First Blood Part II;Sylvester Stallone;;George P. Cosmatos;What most people call hell, he calls home.;usa|vietnam veteran|submachine gun|prisoner|prisoner of war;96.0;Action;TriStar Pictures;5-21-85;476.0;6.2;1985.0;89195306.2997226;608961557.836567
606;tt0089755;1.168819;31000000;128499205;Out of Africa;Meryl Streep;;Sydney Pollack;Based on a true story.;dancing|train station|denmark|fire|cemetery;161.0;Drama;Universal Pictures;12-10-1985;128.0;6.7;1985.0;62842147.6202591;260489226.119223
1374;tt0089927;1.149954;31000000;300473716;Rocky IV;Sylvester Stallone;;Sylvester Stallone;He's facing the ultimate challenge. And fighting for his life.;usa|transporter|loss of lover|cold war|union of soviet socialist republics;91.0;Drama;United Artists;11-21-85;517.0;6.6;1985.0;62842147.6202591;609110116.673542
68;tt0088846;1.105634;15000000;0;Brazil;Jonathan Pryce;;Terry Gilliam;It's only a state of mind.;bureaucracy|police state|terror|great britain|dream;132.0;Comedy;Embassy International Pictures;2-20-85;434.0;7.4;1985.0;30407490.7839963;0.0
10957;tt0088814;1.034373;25000000;21288692;The Black Cauldron;Grant Bardsley;;Ted Berman|Richard Rich;Hidden by darkness. Guarded by witches. Discovered by a boy. Stolen by a king. Whoever owns it will rule the world. Or destroy it.;sword|pig;80.0;Animation;Walt Disney Pictures;7-24-85;114.0;6.2;1985.0;50679151.3066605;43155713.7195557
873;tt0088939;1.012186;15000000;146292009;The Color Purple;Whoopi Goldberg;;Steven Spielberg;It's about life. It's about love. It's about all of us.;prison|africa|southern u.s.|rape|black people;154.0;Drama;Amblin Entertainment;12-18-85;168.0;7.5;1985.0;30407490.7839963;296558194.362654
10999;tt0088944;0.898411;10000000;57500000;Commando;Arnold Schwarzenegger;;Mark L. Lester;Somewhere... somehow... someone's going to pay.;lone wolf|daughter|father|kidnapping|rescue mission;90.0;Action;Twentieth Century Fox Film Corporation;10-03-1985;391.0;6.3;1985.0;20271660.5226642;116562048.005319
9838;tt0089421;0.887605;12500000;238227;King Solomon's Mines;Richard Chamberlain;;J. Lee Thompson;An action packed adventure, full of laughs and heroics.;africa|riddle|treasure|adventure|treasure hunt;100.0;Action;Cannon Group;3-20-85;50.0;4.9;1985.0;25339575.6533302;482925.687133273
10925;tt0089907;0.876636;4000000;14237000;The Return of the Living Dead;Clu Gulager;;Dan O'Bannon;They're Back From The Grave and Ready To Party!;crematorium|company|zombies|attic|warehouse;91.0;Comedy;Hemdale Film Corporation;5-15-85;104.0;7.1;1985.0;8108664.20906569;28860763.086117
9281;tt0090329;0.873551;12000000;68706993;Witness;Harrison Ford;;Peter Weir;A big city cop. A small country boy. They have nothing in common...but a murder.;corruption|detective|police brutality|amish|suspense;113.0;Crime;Paramount Pictures;02-08-1985;176.0;6.7;1985.0;24325992.627197;139280483.762906
11532;tt0089087;0.790122999999999;0;24467000;The Emerald Forest;Powers Boothe;;John Boorman;What kind of man would return year after year for ten years to rescue a missing boy from the most savage jungle in the world? His father.;father-son relationship|indian|brazil|amazon;114.0;Adventure;Embassy Pictures Corporation;6-26-85;18.0;7.4;1985.0;0.0;49598671.8008025
10328;tt0088933;0.76343;0;85313124;Cocoon;Steve Guttenberg;;Ron Howard;Beyond the innocence of youth, and the wisdom of age, lies the wonder of... Cocoon;swimming pool|alien|tears|police car|mahjong;117.0;Comedy;Twentieth Century Fox Film Corporation;6-21-85;134.0;6.5;1985.0;0.0;172943868.785595
16248;tt0088979;0.719208;0;7840873;D.A.R.Y.L.;Mary Beth Hurt;;Simon Wincer;He can fly a jet, race a car and outsmart a computer. The government created him and now they want him destroyed.;chewing gum|autopilot|forest|childhood|gate;100.0;Family;Paramount Pictures;6-14-85;45.0;6.1;1985.0;0.0;15894751.5657323
11797;tt0089175;0.717479;9000000;24922237;Fright Night;Chris Sarandon;;Tom Holland;There are some very good reasons to be afraid of the dark.;virgin|vampire|transformation|supernatural powers|undead;106.0;Horror;Columbia Pictures;08-02-1985;98.0;6.8;1985.0;18244494.4703978;50521512.7929381
11418;tt0089670;0.715873;0;49364621;National Lampoonâ€™s European Vacation;Chevy Chase;;Amy Heckerling;For over two thousand years, Europe has survived many great disasters. Now for the real test. Chevy Chase & his family are coming from America!;london|game show|chaos|travel|family vacation;95.0;Adventure;Warner Bros.;7-25-85;108.0;5.9;1985.0;0.0;100070283.874198
10157;tt0089822;0.709989;0;55600000;Police Academy 2: Their First Assignment;Steve Guttenberg;;Jerry Paris;To protect, to serve... and make you laugh. America's funniest crimebusters are back!;handcuffs|police chief|police operation|spying|investigation;87.0;Action;Warner Bros.;3-28-85;160.0;5.4;1985.0;0.0;112710432.506013
9626;tt0089893;0.70478;17900000;6948633;Red Sonja;Arnold Schwarzenegger;;Richard Fleischer;A woman and a warrior that became a legend.;monster|swordplay|queen|talisman|marvel comic;89.0;Adventure;Famous Films (II);04-09-1985;100.0;5.2;1985.0;36286272.3355689;14086032.9272581
8408;tt0088993;0.689416;3500000;34000000;Day of the Dead;Lori Cardille;;George A. Romero;The darkest day of horror the world has ever known.;florida|insanity|disembodied head|zombies|disembowelment;102.0;Horror;Dead Films;7-19-85;91.0;6.7;1985.0;7095081.18293247;68923645.7770583
15196;tt0088930;0.688022;15000000;14643997;Clue: The Movie;Eileen Brennan;;Jonathan Lynn;Seven Suspects, Six Weapons, Five Bodies and Three Endings.;board game|mystery|mansion|old house|based on board game;94.0;Comedy;Paramount Pictures;12-13-85;202.0;7.1;1985.0;30407490.7839963;29685813.5878913
9731;tt0089173;0.662175;2200000;21930418;Friday the 13th: A New Beginning;Melanie Kinnaman;;Danny Steinmann;A New Beginning to the first step in terror.;mask|psychology|serial killer|hospital|series of murders;92.0;Horror;Paramount Pictures;3-22-85;82.0;5.2;1985.0;4459765.31498612;44456598.8816124
13764;tt0089961;0.657238;50000000;23717291;Santa Claus: The Movie;Dudley Moore;;Jeannot Szwarc;Guess Who's Coming To Town!;holiday;108.0;Adventure;TriStar Pictures;10-29-85;26.0;5.9;1985.0;101358302.613321;48078887.1669239
20721;tt0088936;0.640586;0;20345361;Code of Silence;Chuck Norris;;Andrew Davis;Eddie Cusack's a good cop having a very bad day.;;101.0;Action;Orion Pictures;05-03-1985;11.0;6.1;1985.0;0.0;41243425.1403052
10176;tt0089869;0.636546;1000000;0;The Quiet Earth;Bruno Lawrence;;Geoff Murphy;The End of the World is Just the Beginning;bomb|sex|based on novel|experiment|nudity;91.0;Drama;Cinepro;09-08-1985;58.0;6.4;1985.0;2027166.05226642;0.0
12500;tt0088708;0.632419;1000000;0;American Ninja;Michael Dudikoff;;Sam Firstenberg;;rebel|sword|wilderness|daughter|ninjas;95.0;Action;Cannon Group;8-30-85;36.0;5.8;1985.0;2027166.05226642;0.0
9749;tt0089155;0.627053;0;0;Fletch;Chevy Chase;;Michael Ritchie;Meet the only guy who changes his identity more often than his underwear.;journalist|rio de janeiro|dirty cop|fletch|cabana;98.0;Comedy;Universal Pictures;5-31-85;97.0;6.7;1985.0;0.0;0.0
11814;tt0090305;0.623668999999999;0;38934048;Weird Science;Anthony Michael Hall;;John Hughes;If you can't get a date, make one!;nerd|biker|teenager|morphing|male fantasy;94.0;Comedy;Universal Studios;02-08-1985;181.0;6.3;1985.0;0.0;78925780.3829114
8879;tt0089767;0.619817;0;41410568;Pale Rider;Clint Eastwood;;Clint Eastwood;... and hell followed with him.;gunslinger|showdown|marshal|blackmail|mine;115.0;Romance;Warner Bros.;6-28-85;120.0;6.8;1985.0;0.0;83946097.6546702
10849;tt0089853;0.617698;15000000;10631333;The Purple Rose of Cairo;Mia Farrow;;Woody Allen;;new york|cinema|great depression|filmfigur|falling in love;82.0;Fantasy;Orion Pictures;03-01-1985;99.0;7.0;1985.0;30407490.7839963;21551477.3479397
11177;tt0089560;0.617559;0;42400000;Mask;Cher;;Peter Bogdanovich;They told 16 year old Rocky Dennis he could never be like everyone else. So he was determined to be better.;deformation|rocker|falling in love|disabled;120.0;Drama;Universal Pictures;03-08-1985;30.0;7.1;1985.0;0.0;85951840.6160963
29161;tt0087909;0.596755;3800000;0;Phenomena;Jennifer Connelly;;Dario Argento;When Insects Attack!;detective|daughter|psychopath|revenge|murder;116.0;Horror;DACFILM Rome;1-31-85;57.0;6.6;1985.0;7703230.9986124;0.0
10303;tt0089370;0.587272999999999;25000000;96773200;The Jewel of the Nile;Michael Douglas;;Lewis Teague;When the going gets tough, the tough get going.;diving|dictator|africa|riddle|treasure;106.0;Action;Twentieth Century Fox Film Corporation;12-04-1985;135.0;6.1;1985.0;50679151.3066605;196175345.809188
11954;tt0089489;0.555541;25000000;0;Lifeforce;Steve Railsback;;Tobe Hooper;In the blink of an eye, the terror begins.;space marine|vampire|flying saucer|comet|alien;116.0;Action;TriStar Pictures;6-20-85;49.0;5.8;1985.0;50679151.3066605;0.0
1694;tt0089885;0.536718;900000;2023414;Re-Animator;Jeffrey Combs;;Stuart Gordon;Herbert West has a good head on his shoulders... and another on his desk.;h.p. lovecraft|morgue|intestines|dead cat|surgical operation;86.0;Science Fiction;Empire Pictures;10-18-85;98.0;6.9;1985.0;1824449.44703978;4101796.17048061
23919;tt0089826;0.5129;9000000;20518905;Porky's Revenge;Dan Monahan;;James Komack;The final conflict;student|teenager|mischief|misadventure;92.0;Comedy;SLM Production Group;3-22-85;21.0;4.4;1985.0;18244494.4703978;41595227.6456797
10905;tt0089543;0.500115;0;0;The Man with One Red Shoe;Tom Hanks;;Stan Dragoti;Mugged, bugged, chased and seduced. Why is every one after Tom Hanks?;cia|undercover|violin|femme fatale|agent;90.0;Action;20th Century Fox;7-18-85;29.0;5.2;1985.0;0.0;0.0
14370;tt0089886;0.497699;0;13000000;Real Genius;Val Kilmer;;Martha Coolidge;Who ELSE can turn lasers into light shows, aircraft into armchairs, and high-tech into hijinks?;laser|ego|teen comedy|science|usaf;106.0;Comedy;TriStar Pictures;08-07-1985;56.0;6.8;1985.0;0.0;26353158.6794634
8992;tt0090103;0.487412;0;0;The Sure Thing;John Cusack;;Rob Reiner;A sure thing comes once in a lifetime... but the real thing lasts forever.;california|college|road trip|swimming pool|cross country;100.0;Comedy;Monument Pictures;03-01-1985;32.0;6.5;1985.0;0.0;0.0
9080;tt0090056;0.480534;0;0;Spies Like Us;Chevy Chase;;John Landis;With spies like these who needs enemies?;spy|cia|asia|cold war|missile;102.0;Comedy;Warner Bros.;12-06-1985;79.0;5.8;1985.0;0.0;0.0
24873;tt0089003;0.476896;0;0;Death Wish 3;Charles Bronson;;Michael Winner;He's back in New York bringing justice to the streets...;rocket launcher|punk;92.0;Adventure;Cannon Group;11-01-1985;27.0;5.4;1985.0;0.0;0.0
17824;tt0089839;0.475936;0;331816;Private Resort;Johnny Depp;;George Bowers;Spend a weekend with no reservations!;sex|champagne|wine|pool|undressing;82.0;Comedy;TriStar Pictures;05-03-1985;22.0;5.8;1985.0;0.0;672646.130798835
10843;tt0088680;0.458359;4500000;10609321;After Hours;Griffin Dunne;;Martin Scorsese;When it's after midnight in New York City, you don't have to look for love, laughter and trouble. They'll all find you!;suicide|new york|date|subway|nightclub;97.0;Comedy;Double Play;9-13-85;98.0;7.0;1985.0;9122247.2351989;21506855.3687972
5683;tt0089791;0.427104;6000000;40940662;Pee-wee's Big Adventure;Paul Reubens;;Tim Burton;The story of a rebel and his bike.;bicycle|calamity|movie studio|man child|alamo;90.0;Adventure;Aspen Film Society;7-26-85;102.0;6.5;1985.0;12162996.3135985;82993520.1637139
2075;tt0089841;0.425735;0;26657534;Prizzi's Honor;Jack Nicholson;;John Huston;;hitman|lovers|gangster|killer;124.0;Romance;ABC Pictures;6-14-85;33.0;6.3;1985.0;0.0;54039247.9619379
13667;tt0088794;0.420284;0;10297601;Better Off Dead...;John Cusack;;Savage Steve Holland;I've been going to this high school for seven and a half years... I'm no dummy.;duck|nerd|paperboy|skiing|aftercreditsstinger;97.0;Comedy;CBS Entertainment Productions;10-11-1985;81.0;6.9;1985.0;0.0;20874947.1669847
12615;tt0089006;0.393705;0;0;Death of a Salesman;Dustin Hoffman;;Volker SchlÃ¶ndorff;;father-son relationship|profession|failure|extramarital affair|family conflict;130.0;Drama;Roxbury Productions;8-16-85;13.0;5.6;1985.0;0.0;0.0
10372;tt0089110;0.393399;0;0;Ewoks: The Battle for Endor;Wilford Brimley;;Jim Wheat|Ken Wheat;An adventure on a world beyond the stars.;liberation|fantasy|coronation|miracle|kingdom;100.0;Fantasy;Lucasfilm;11-24-85;32.0;5.3;1985.0;0.0;0.0
1816;tt0088915;0.386036;0;14202899;A Chorus Line;Michael Douglas;;Richard Attenborough;;childhood memory|musical|stage show|backstage|gay interest;113.0;Drama;Embassy Films;12-10-1985;15.0;6.6;1985.0;0.0;28791634.6965687
10552;tt0088889;0.384508;0;0;Cat's Eye;Drew Barrymore;;Lewis Teague;Follow the newest cat-and-creature game as played through;smoking|cat|menace|anthology film;94.0;Horror;Famous Films (II);04-12-1985;52.0;6.0;1985.0;0.0;0.0
11064;tt0088850;0.384037;20000000;45833132;Brewster's Millions;Richard Pryor;;Walter Hill;An American excess story.;based on novel|photographer|baseball|dollar|remake;97.0;Comedy;Universal Pictures;5-22-85;55.0;6.5;1985.0;40543321.0453284;92911369.2594458
15983;tt0089348;0.355653;0;0;Invasion U.S.A.;Chuck Norris;;Joseph Zito;America wasn't ready...but HE was!;;107.0;Action;Cannon Films;9-27-85;18.0;4.5;1985.0;0.0;0.0
11864;tt0089092;0.354754;0;12303411;Enemy Mine;Dennis Quaid;;Wolfgang Petersen;Enemies because they were taught to be. Survivors because they had to be.;mine|slavery|space battle|future|complicated birth;108.0;Drama;Twentieth Century Fox Film Corporation;12-12-1985;108.0;6.7;1985.0;0.0;24941057.1062812
11509;tt0090022;0.184013;26000000;0;Silverado;Kevin Kline;;Lawrence Kasdan;Four strangers become friends. Four friends become heros. On the road to...;sheriff|fight|horse|male friendship|two guns belt;127.0;Action;Columbia Pictures;07-10-1985;62.0;7.1;1985.0;52706317.3589269;0.0
34573;tt0088693;0.350256;0;0;Alice in Wonderland;Natalie Gregory;;Harry Harris;;;187.0;Fantasy;;12-09-1985;13.0;6.2;1985.0;0.0;0.0
45408;tt0089847;0.343246;0;0;The Protector;Jackie Chan;;James Glickenhaus;Now, New York has a new weapon - A cop with his own way of fighting crime.;;91.0;Action;Golden Harvest Company;07-11-1985;17.0;5.6;1985.0;0.0;0.0
11824;tt0090142;1.042351;0;0;Teen Wolf;Michael J. Fox;;Rod Daniel;He always wanted to be special... but he never expected this!;trainer|training|supernatural powers|high school|werewolf;91.0;Comedy;Wolfkill;8-23-85;136.0;6.3;1985.0;0.0;0.0
11703;tt0089424;0.334805;0;0;Kiss of the Spider Woman;William Hurt;;Hector Babenco;;gay|male nudity|prison|based on novel|homophobia;120.0;Drama;HB Filmes;7-26-85;15.0;5.5;1985.0;0.0;0.0
17898;tt0090021;0.328682;0;0;Silver Bullet;Gary Busey;;Daniel Attias;It started in May. In a small town. And every month after that whenever the moon was full... it came back.;werewolf;95.0;Horror;Paramount Pictures;10-11-1985;43.0;5.6;1985.0;0.0;0.0
